Financial Year,Period,Line,Actual KMs in Peak,Scheduled KMs in Peak,Actual KMs in Off Peak,Scheduled KMs in Off Peak,Actual KMs Total,Scheduled KMs Total,,,,
2021-22,6,Northern," 290,493 "," 302,058 "," 766,443 "," 802,611 "," 1,056,936 "," 1,104,669 ",,,,
2021-22,6,Piccadilly," 207,400 "," 245,160 "," 547,415 "," 657,349 "," 754,815 "," 902,509 ",,,,
2021-22,6,Victoria," 148,374 "," 176,664 "," 356,174 "," 432,151 "," 504,548 "," 608,815 ",,,,
2021-22,6,Waterloo & City," 6,023 "," 6,042 "," 1,726 "," 1,748 "," 7,749 "," 7,790 ",,,,
2021-22,7,Bakerloo," 69,218 "," 75,075 "," 177,942 "," 194,651 "," 247,160 "," 269,726 ",,,,
2021-22,7,C&H," 67,607 "," 75,220 "," 223,603 "," 261,198 "," 291,210 "," 336,418 ",,,,
2021-22,7,Central," 256,149 "," 276,800 "," 633,944 "," 709,482 "," 890,093 "," 986,282 ",,,,
2021-22,7,District," 188,925 "," 209,671 "," 533,123 "," 576,922 "," 722,048 "," 786,593 ",,,,
2021-22,7,Jubilee," 205,243 "," 227,090 "," 558,245 "," 627,660 "," 763,488 "," 854,750 ",,,,
2021-22,7,Metropolitan," 164,699 "," 179,180 "," 426,215 "," 473,330 "," 590,914 "," 652,510 ",,,,
2021-22,7,Northern," 288,205 "," 310,920 "," 785,031 "," 858,131 "," 1,073,236 "," 1,169,051 ",,,,
2021-22,7,Piccadilly," 217,875 "," 245,755 "," 599,894 "," 700,655 "," 817,769 "," 946,410 ",,,,
2021-22,7,Victoria," 161,917 "," 178,520 "," 380,496 "," 432,304 "," 542,413 "," 610,824 ",,,,
2021-22,7,Waterloo & City," 6,348 "," 6,360 "," 1,792 "," 1,840 "," 8,140 "," 8,200 ",,,,
2021-22,8,Bakerloo," 69,090 "," 74,958 "," 159,507 "," 187,768 "," 228,597 "," 262,726 ",,,,
2021-22,8,C&H," 68,871 "," 75,218 "," 221,499 "," 254,081 "," 290,370 "," 329,299 ",,,,
2021-22,8,Central," 262,739 "," 276,800 "," 726,857 "," 784,532 "," 989,596 "," 1,061,332 ",,,,
2021-22,8,District," 193,270 "," 209,743 "," 545,196 "," 575,998 "," 738,466 "," 785,741 ",,,,
2021-22,8,Jubilee," 209,917 "," 227,180 "," 575,460 "," 617,856 "," 785,377 "," 845,036 ",,,,
2021-22,8,Metropolitan," 154,797 "," 179,217 "," 402,708 "," 474,523 "," 557,505 "," 653,740 ",,,,
2021-22,8,Northern," 288,970 "," 310,675 "," 801,711 "," 857,685 "," 1,090,681 "," 1,168,360 ",,,,
2021-22,8,Piccadilly," 215,530 "," 238,605 "," 613,911 "," 690,384 "," 829,441 "," 928,989 ",,,,
2021-22,8,Victoria," 153,887 "," 178,520 "," 363,901 "," 432,304 "," 517,788 "," 610,824 ",,,,
2021-22,8,Waterloo & City," 6,329 "," 6,360 "," 1,787 "," 1,840 "," 8,116 "," 8,200 ",,,,
2021-22,9,Bakerloo," 66,422 "," 73,915 "," 168,655 "," 192,937 "," 235,077 "," 266,852 ",,,,
2021-22,9,C&H," 68,200 "," 75,220 "," 224,835 "," 265,298 "," 293,035 "," 340,518 ",,,,
2021-22,9,Central," 240,519 "," 276,800 "," 673,761 "," 794,606 "," 914,280 "," 1,071,406 ",,,,
2021-22,9,District," 194,164 "," 208,409 "," 563,060 "," 600,578 "," 757,224 "," 808,987 ",,,,
2021-22,9,Jubilee," 195,603 "," 227,180 "," 541,543 "," 617,844 "," 737,146 "," 845,024 ",,,,
2021-22,9,Metropolitan," 166,954 "," 179,240 "," 415,486 "," 462,327 "," 582,440 "," 641,567 ",,,,
2021-22,9,Northern," 272,824 "," 310,920 "," 757,812 "," 858,242 "," 1,030,636 "," 1,169,162 ",,,,
2021-22,9,Piccadilly," 198,395 "," 238,620 "," 596,315 "," 716,170 "," 794,710 "," 954,790 ",,,,
2021-22,9,Victoria," 152,656 "," 178,520 "," 377,910 "," 439,174 "," 530,566 "," 617,694 ",,,,
2021-22,9,Waterloo & City," 7,720 "," 8,880 "," 9,479 "," 11,020 "," 17,199 "," 19,900 ",,,,
2021-22,10,Bakerloo," 56,426 "," 67,330 "," 143,479 "," 171,024 "," 199,905 "," 238,354 ",,,,
2021-22,10,C&H," 59,912 "," 74,680 "," 190,450 "," 238,127 "," 250,362 "," 312,807 ",,,,
2021-22,10,Central," 231,804 "," 264,022 "," 591,939 "," 719,602 "," 823,743 "," 983,624 ",,,,
2021-22,10,District," 182,200 "," 197,901 "," 450,305 "," 485,995 "," 632,505 "," 683,896 ",,,,
2021-22,10,Jubilee," 183,337 "," 207,930 "," 455,028 "," 548,321 "," 638,365 "," 756,251 ",,,,
2021-22,10,Metropolitan," 153,561 "," 160,377 "," 391,458 "," 431,708 "," 545,019 "," 592,085 ",,,,
2021-22,10,Northern," 266,248 "," 295,182 "," 682,291 "," 790,983 "," 948,539 "," 1,086,165 ",,,,
2021-22,10,Piccadilly," 176,045 "," 202,008 "," 464,550 "," 585,401 "," 640,595 "," 787,409 ",,,,
2021-22,10,Victoria," 133,045 "," 163,909 "," 312,441 "," 392,805 "," 445,486 "," 556,714 ",,,,
2021-22,10,Waterloo & City," 3,827 "," 8,082 "," 5,414 "," 11,740 "," 9,241 "," 19,822 ",,,,
2021-22,11,Bakerloo," 67,754 "," 71,193 "," 175,266 "," 188,651 "," 243,020 "," 259,844 ",,,,
2021-22,11,C&H," 68,677 "," 71,459 "," 228,276 "," 249,649 "," 296,953 "," 321,108 ",,,,
2021-22,11,Central," 243,487 "," 262,960 "," 687,868 "," 773,149 "," 931,355 "," 1,036,109 ",,,,
2021-22,11,District," 188,193 "," 199,242 "," 514,271 "," 538,366 "," 702,464 "," 737,608 ",,,,
2021-22,11,Jubilee," 197,487 "," 215,821 "," 545,936 "," 598,046 "," 743,423 "," 813,867 ",,,,
2021-22,11,Metropolitan," 161,961 "," 170,194 "," 424,326 "," 459,886 "," 586,287 "," 630,080 ",,,,
2021-22,11,Northern," 255,809 "," 280,842 "," 683,174 "," 742,974 "," 938,983 "," 1,023,816 ",,,,
2021-22,11,Piccadilly," 216,414 "," 240,678 "," 561,828 "," 638,322 "," 778,242 "," 879,000 ",,,,
2021-22,11,Victoria," 150,994 "," 169,594 "," 378,664 "," 427,960 "," 529,658 "," 597,554 ",,,,
2021-22,11,Waterloo & City," 6,649 "," 6,882 "," 4,563 "," 4,808 "," 11,212 "," 11,690 ",,,,
2021-22,12,Bakerloo," 56,916 "," 74,940 "," 155,513 "," 187,796 "," 212,429 "," 262,736 ",,,,
2021-22,12,C&H," 57,579 "," 75,220 "," 195,890 "," 252,202 "," 253,469 "," 327,422 ",,,,
2021-22,12,Central," 229,877 "," 276,800 "," 646,121 "," 774,101 "," 875,998 "," 1,050,901 ",,,,
2021-22,12,District," 168,801 "," 209,749 "," 508,989 "," 593,508 "," 677,790 "," 803,257 ",,,,
2021-22,12,Jubilee," 171,029 "," 227,180 "," 510,241 "," 617,856 "," 681,270 "," 845,036 ",,,,
2021-22,12,Metropolitan," 146,580 "," 179,120 "," 386,273 "," 458,352 "," 532,853 "," 637,472 ",,,,
2021-22,12,Northern," 237,389 "," 290,160 "," 667,290 "," 764,776 "," 904,679 "," 1,054,936 ",,,,
2021-22,12,Piccadilly," 192,941 "," 253,840 "," 585,018 "," 739,608 "," 777,959 "," 993,448 ",,,,
2021-22,12,Victoria," 123,357 "," 178,520 "," 319,382 "," 441,888 "," 442,739 "," 620,408 ",,,,
2021-22,12,Waterloo & City," 7,664 "," 9,720 "," 11,540 "," 14,080 "," 19,204 "," 23,800 ",,,,
2021-22,13,Bakerloo," 65,634 "," 71,193 "," 162,453 "," 178,448 "," 228,087 "," 249,641 ",,,,
2021-22,13,C&H," 65,576 "," 71,459 "," 206,669 "," 236,270 "," 272,245 "," 307,729 ",,,,
2021-22,13,Central," 237,663 "," 262,960 "," 632,762 "," 714,991 "," 870,425 "," 977,951 ",,,,
2021-22,13,District," 181,619 "," 199,272 "," 484,117 "," 531,787 "," 665,736 "," 731,059 ",,,,
2021-22,13,Jubilee," 190,268 "," 215,821 "," 511,164 "," 568,703 "," 701,432 "," 784,524 ",,,,
2021-22,13,Metropolitan," 160,437 "," 170,179 "," 410,755 "," 446,658 "," 571,192 "," 616,837 ",,,,
2021-22,13,Northern," 261,182 "," 275,652 "," 658,614 "," 704,700 "," 919,796 "," 980,352 ",,,,
2021-22,13,Piccadilly," 213,842 "," 241,148 "," 565,348 "," 656,720 "," 779,190 "," 897,868 ",,,,
2021-22,13,Victoria," 127,635 "," 169,594 "," 306,440 "," 405,105 "," 434,075 "," 574,699 ",,,,
2021-22,13,Waterloo & City," 9,028 "," 9,234 "," 12,880 "," 13,376 "," 21,908 "," 22,610 ",,,,
2022-23,1,Bakerloo," 72,960 "," 77,851 "," 190,001 "," 204,502 "," 262,961 "," 282,353 ",,,,
2022-23,1,C&H," 64,454 "," 75,359 "," 214,567 "," 261,380 "," 279,021 "," 336,739 ",,,,
2022-23,1,Central," 249,861 "," 287,990 "," 712,864 "," 846,179 "," 962,725 "," 1,134,169 ",,,,
2022-23,1,District," 191,982 "," 210,925 "," 532,440 "," 607,538 "," 724,422 "," 818,463 ",,,,
2022-23,1,Jubilee," 214,036 "," 234,589 "," 605,498 "," 667,307 "," 819,534 "," 901,896 ",,,,
2022-23,1,Metropolitan," 117,805 "," 183,658 "," 376,088 "," 512,005 "," 493,893 "," 695,663 ",,,,
2022-23,1,Northern," 280,973 "," 292,844 "," 745,257 "," 777,276 "," 1,026,230 "," 1,070,120 ",,,,
2022-23,1,Piccadilly," 232,301 "," 252,851 "," 674,561 "," 745,503 "," 906,862 "," 998,354 ",,,,
2022-23,1,Victoria," 154,162 "," 183,727 "," 397,120 "," 478,187 "," 551,282 "," 661,914 ",,,,
2022-23,1,Waterloo & City," 8,884 "," 9,234 "," 12,995 "," 13,376 "," 21,879 "," 22,610 ",,,,
2022-23,2,Bakerloo," 66,305 "," 74,183 "," 171,127 "," 193,834 "," 237,432 "," 268,017 ",,,,
2022-23,2,C&H," 68,938 "," 73,409 "," 216,404 "," 233,908 "," 285,342 "," 307,317 ",,,,
2022-23,2,Central," 249,615 "," 275,475 "," 705,579 "," 798,525 "," 955,194 "," 1,074,000 ",,,,
2022-23,2,District," 187,495 "," 204,209 "," 506,738 "," 541,068 "," 694,233 "," 745,277 ",,,,
2022-23,2,Jubilee," 204,822 "," 225,205 "," 583,848 "," 624,822 "," 788,670 "," 850,027 ",,,,
2022-23,2,Metropolitan," 167,104 "," 176,916 "," 461,338 "," 484,255 "," 628,442 "," 661,171 ",,,,
2022-23,2,Northern," 290,547 "," 297,472 "," 769,863 "," 780,815 "," 1,060,410 "," 1,078,287 ",,,,
2022-23,2,Piccadilly," 238,572 "," 251,978 "," 664,141 "," 710,054 "," 902,713 "," 962,032 ",,,,
2022-23,2,Victoria," 160,403 "," 176,664 "," 396,341 "," 441,735 "," 556,744 "," 618,399 ",,,,
2022-23,2,Waterloo & City," 8,803 "," 9,234 "," 12,788 "," 13,376 "," 21,591 "," 22,610 ",,,,
2022-23,3,Bakerloo," 56,399 "," 74,104 "," 158,428 "," 196,600 "," 214,827 "," 270,704 ",,,,
2022-23,3,C&H," 54,916 "," 75,254 "," 193,353 "," 254,400 "," 248,269 "," 329,654 ",,,,
2022-23,3,Central," 225,218 "," 274,150 "," 666,202 "," 798,328 "," 891,420 "," 1,072,478 ",,,,
2022-23,3,District," 141,587 "," 207,064 "," 438,768 "," 586,247 "," 580,355 "," 793,311 ",,,,
2022-23,3,Jubilee," 181,808 "," 223,230 "," 556,688 "," 633,468 "," 738,496 "," 856,698 ",,,,
2022-23,3,Metropolitan," 154,789 "," 174,712 "," 425,757 "," 483,620 "," 580,546 "," 658,332 ",,,,
2022-23,3,Northern," 276,591 "," 306,826 "," 780,585 "," 839,995 "," 1,057,176 "," 1,146,821 ",,,,
2022-23,3,Piccadilly," 207,725 "," 250,146 "," 625,635 "," 739,675 "," 833,360 "," 989,821 ",,,,
2022-23,3,Victoria," 142,936 "," 174,801 "," 373,052 "," 441,604 "," 515,988 "," 616,405 ",,,,
2022-23,3,Waterloo & City," 7,455 "," 8,748 "," 10,829 "," 12,672 "," 18,284 "," 21,420 ",,,,
2022-23,4,Bakerloo," 62,910 "," 71,193 "," 166,638 "," 188,651 "," 229,548 "," 259,844 ",,,,
2022-23,4,C&H," 63,275 "," 75,220 "," 203,725 "," 248,313 "," 267,000 "," 323,533 ",,,,
2022-23,4,Central," 224,612 "," 276,800 "," 621,340 "," 798,844 "," 845,952 "," 1,075,644 ",,,,
2022-23,4,District," 167,743 "," 209,759 "," 492,703 "," 565,990 "," 660,446 "," 775,749 ",,,,
2022-23,4,Jubilee," 185,514 "," 227,180 "," 514,252 "," 587,350 "," 699,766 "," 814,530 ",,,,
2022-23,4,Metropolitan," 159,305 "," 179,135 "," 420,309 "," 468,631 "," 579,614 "," 647,766 ",,,,
2022-23,4,Northern," 302,167 "," 314,340 "," 874,674 "," 898,849 "," 1,176,841 "," 1,213,189 ",,,,
2022-23,4,Piccadilly," 215,060 "," 253,745 "," 621,831 "," 736,702 "," 836,891 "," 990,447 ",,,,
2022-23,4,Victoria," 163,881 "," 178,520 "," 408,450 "," 441,888 "," 572,331 "," 620,408 ",,,,
2022-23,4,Waterloo & City," 10,912 "," 11,320 "," 14,029 "," 14,520 "," 24,941 "," 25,840 ",,,,
2022-23,5,Bakerloo," 61,146 "," 74,940 "," 159,253 "," 192,143 "," 220,399 "," 267,083 ",,,,
2022-23,5,C&H," 53,710 "," 75,220 "," 176,471 "," 254,136 "," 230,181 "," 329,356 ",,,,
2022-23,5,Central," 232,507 "," 276,800 "," 659,060 "," 798,772 "," 891,567 "," 1,075,572 ",,,,
2022-23,5,District," 158,342 "," 209,753 "," 450,884 "," 575,980 "," 609,226 "," 785,733 ",,,,
2022-23,5,Jubilee," 175,365 "," 227,180 "," 508,901 "," 633,244 "," 684,266 "," 860,424 ",,,,
2022-23,5,Metropolitan," 163,878 "," 179,120 "," 440,278 "," 486,400 "," 604,156 "," 665,520 ",,,,
2022-23,5,Northern," 290,106 "," 314,340 "," 847,381 "," 900,590 "," 1,137,487 "," 1,214,930 ",,,,
2022-23,5,Piccadilly," 200,099 "," 253,439 "," 605,357 "," 748,998 "," 805,456 "," 1,002,437 ",,,,
2022-23,5,Victoria," 147,425 "," 178,520 "," 368,509 "," 441,888 "," 515,934 "," 620,408 ",,,,
2022-23,5,Waterloo & City," 10,296 "," 11,320 "," 12,746 "," 14,520 "," 23,042 "," 25,840 ",,,,
2022-23,6,Bakerloo," 66,624 "," 74,522 "," 179,119 "," 195,525 "," 245,743 "," 270,047 ",,,,
2022-23,6,C&H," 63,159 "," 75,237 "," 211,391 "," 265,315 "," 274,550 "," 340,552 ",,,,
2022-23,6,Central," 245,930 "," 274,351 "," 726,374 "," 795,558 "," 972,304 "," 1,069,909 ",,,,
2022-23,6,District," 175,736 "," 208,817 "," 522,553 "," 592,117 "," 698,289 "," 800,934 ",,,,
2022-23,6,Jubilee," 181,102 "," 225,205 "," 542,447 "," 633,393 "," 723,549 "," 858,598 ",,,,
2022-23,6,Metropolitan," 166,094 "," 175,055 "," 437,850 "," 462,485 "," 603,944 "," 637,540 ",,,,
2022-23,6,Northern," 306,230 "," 312,314 "," 883,915 "," 900,198 "," 1,190,145 "," 1,212,512 ",,,,
2022-23,6,Piccadilly," 219,973 "," 251,320 "," 613,618 "," 720,060 "," 833,591 "," 971,380 ",,,,
2022-23,6,Victoria," 155,043 "," 176,664 "," 395,266 "," 441,735 "," 550,309 "," 618,399 ",,,,
2022-23,6,Waterloo & City," 9,222 "," 10,754 "," 13,248 "," 13,794 "," 22,470 "," 24,548 ",,,,
2022-23,7,Bakerloo," 66,278 "," 74,940 "," 162,552 "," 195,177 "," 228,830 "," 270,117 ",,,,
2022-23,7,C&H," 63,826 "," 75,220 "," 204,195 "," 260,906 "," 268,021 "," 336,126 ",,,,
2022-23,7,Central," 251,318 "," 276,800 "," 730,162 "," 799,814 "," 981,480 "," 1,076,614 ",,,,
2022-23,7,District," 189,026 "," 211,331 "," 500,532 "," 568,403 "," 689,558 "," 779,734 ",,,,
2022-23,7,Jubilee," 190,717 "," 227,180 "," 548,157 "," 633,975 "," 738,874 "," 861,155 ",,,,
2022-23,7,Metropolitan," 170,604 "," 179,030 "," 462,832 "," 487,153 "," 633,436 "," 666,183 ",,,,
2022-23,7,Northern," 308,434 "," 314,340 "," 873,325 "," 901,971 "," 1,181,759 "," 1,216,311 ",,,,
2022-23,7,Piccadilly," 221,772 "," 245,438 "," 631,815 "," 709,522 "," 853,587 "," 954,960 ",,,,
2022-23,7,Victoria," 164,246 "," 178,520 "," 418,081 "," 442,398 "," 582,327 "," 620,918 ",,,,
2022-23,7,Waterloo & City," 11,034 "," 11,320 "," 14,125 "," 14,520 "," 25,159 "," 25,840 ",,,,
2022-23,8,Bakerloo," 61,341 "," 74,940 "," 156,012 "," 194,820 "," 217,353 "," 269,760 ",,,,
2022-23,8,C&H," 61,650 "," 75,220 "," 204,107 "," 254,079 "," 265,757 "," 329,299 ",,,,
2022-23,8,Central," 235,621 "," 276,800 "," 683,619 "," 798,980 "," 919,240 "," 1,075,780 ",,,,
2022-23,8,District," 179,775 "," 211,311 "," 515,192 "," 575,589 "," 694,967 "," 786,900 ",,,,
2022-23,8,Jubilee," 176,647 "," 227,180 "," 517,916 "," 633,380 "," 694,563 "," 860,560 ",,,,
2022-23,8,Metropolitan," 159,987 "," 178,960 "," 445,625 "," 486,524 "," 605,612 "," 665,484 ",,,,
2022-23,8,Northern," 293,422 "," 314,340 "," 860,284 "," 900,727 "," 1,153,706 "," 1,215,067 ",,,,
2022-23,8,Piccadilly," 199,346 "," 238,387 "," 608,641 "," 723,665 "," 807,987 "," 962,052 ",,,,
2022-23,8,Victoria," 151,949 "," 178,520 "," 394,683 "," 441,943 "," 546,632 "," 620,463 ",,,,
2022-23,8,Waterloo & City," 9,390 "," 10,520 "," 13,138 "," 14,300 "," 22,528 "," 24,820 ",,,,
2022-23,9,Bakerloo," 66,145 "," 74,940 "," 172,837 "," 194,810 "," 238,982 "," 269,750 ",,,,
2022-23,9,C&H," 64,508 "," 75,220 "," 214,669 "," 265,350 "," 279,177 "," 340,570 ",,,,
2022-23,9,Central," 235,995 "," 276,800 "," 687,241 "," 798,820 "," 923,236 "," 1,075,620 ",,,,
2022-23,9,District," 184,931 "," 211,320 "," 542,070 "," 602,714 "," 727,001 "," 814,034 ",,,,
2022-23,9,Jubilee," 182,441 "," 227,180 "," 528,233 "," 633,086 "," 710,674 "," 860,266 ",,,,
2022-23,9,Metropolitan," 174,002 "," 178,960 "," 466,140 "," 486,568 "," 640,142 "," 665,528 ",,,,
2022-23,9,Northern," 308,622 "," 314,340 "," 879,328 "," 900,643 "," 1,187,950 "," 1,214,983 ",,,,
2022-23,9,Piccadilly," 211,889 "," 238,387 "," 642,410 "," 723,304 "," 854,299 "," 961,691 ",,,,
2022-23,9,Victoria," 160,408 "," 178,520 "," 391,629 "," 441,888 "," 552,037 "," 620,408 ",,,,
2022-23,9,Waterloo & City," 9,472 "," 9,720 "," 13,728 "," 14,080 "," 23,200 "," 23,800 ",,,,
2022-23,10,Bakerloo," 40,374 "," 61,881 "," 115,324 "," 160,257 "," 155,698 "," 222,138 ",,,,
2022-23,10,C&H," 51,443 "," 74,022 "," 164,268 "," 238,822 "," 215,711 "," 312,844 ",,,,
2022-23,10,Central," 201,878 "," 262,817 "," 558,763 "," 733,854 "," 760,641 "," 996,671 ",,,,
2022-23,10,District," 165,295 "," 198,966 "," 439,212 "," 545,298 "," 604,507 "," 744,264 ",,,,
2022-23,10,Jubilee," 171,008 "," 210,350 "," 486,927 "," 579,041 "," 657,935 "," 789,391 ",,,,
2022-23,10,Metropolitan," 148,390 "," 163,888 "," 399,984 "," 447,331 "," 548,374 "," 611,219 ",,,,
2022-23,10,Northern," 277,773 "," 296,220 "," 786,327 "," 827,245 "," 1,064,100 "," 1,123,465 ",,,,
2022-23,10,Piccadilly," 196,661 "," 232,506 "," 586,998 "," 692,350 "," 783,659 "," 924,856 ",,,,
2022-23,10,Victoria," 138,268 "," 163,235 "," 345,112 "," 401,261 "," 483,380 "," 564,496 ",,,,
2022-23,10,Waterloo & City," 7,740 "," 8,262 "," 11,513 "," 11,968 "," 19,253 "," 20,230 ",,,,
2022-23,11,Bakerloo," 65,276 "," 74,940 "," 175,940 "," 194,820 "," 241,216 "," 269,760 ",,,,
2022-23,11,C&H," 71,882 "," 75,220 "," 237,136 "," 251,474 "," 309,018 "," 326,694 ",,,,
2022-23,11,Central," 239,812 "," 276,800 "," 730,967 "," 798,772 "," 970,779 "," 1,075,572 ",,,,
2022-23,11,District," 200,382 "," 211,380 "," 553,733 "," 574,889 "," 754,115 "," 786,269 ",,,,
2022-23,11,Jubilee," 185,254 "," 227,180 "," 526,440 "," 601,271 "," 711,694 "," 828,451 ",,,,
2022-23,11,Metropolitan," 169,678 "," 179,100 "," 418,594 "," 445,048 "," 588,272 "," 624,148 ",,,,
2022-23,11,Northern," 306,601 "," 314,340 "," 886,396 "," 900,590 "," 1,192,997 "," 1,214,930 ",,,,
2022-23,11,Piccadilly," 216,841 "," 253,000 "," 645,076 "," 752,313 "," 861,917 "," 1,005,313 ",,,,
2022-23,11,Victoria," 168,842 "," 178,520 "," 431,097 "," 441,888 "," 599,939 "," 620,408 ",,,,
2022-23,11,Waterloo & City," 9,442 "," 9,720 "," 13,728 "," 14,080 "," 23,170 "," 23,800 ",,,,
2022-23,12,Bakerloo," 57,196 "," 62,148 "," 147,712 "," 156,551 "," 204,908 "," 218,699 ",,,,
2022-23,12,C&H," 74,855 "," 75,220 "," 252,342 "," 259,611 "," 327,197 "," 334,831 ",,,,
2022-23,12,Central," 244,484 "," 276,800 "," 725,713 "," 798,772 "," 970,197 "," 1,075,572 ",,,,
2022-23,12,District," 208,831 "," 211,369 "," 570,164 "," 579,212 "," 778,995 "," 790,581 ",,,,
2022-23,12,Jubilee," 171,198 "," 227,180 "," 485,317 "," 597,341 "," 656,515 "," 824,521 ",,,,
2022-23,12,Metropolitan," 170,905 "," 179,116 "," 434,545 "," 460,659 "," 605,450 "," 639,775 ",,,,
2022-23,12,Northern," 305,530 "," 314,340 "," 887,184 "," 900,484 "," 1,192,714 "," 1,214,824 ",,,,
2022-23,12,Piccadilly," 216,594 "," 253,439 "," 616,822 "," 731,436 "," 833,416 "," 984,875 ",,,,
2022-23,12,Victoria," 168,878 "," 178,520 "," 428,003 "," 441,888 "," 596,881 "," 620,408 ",,,,
2022-23,12,Waterloo & City," 9,431 "," 9,720 "," 13,560 "," 14,080 "," 22,991 "," 23,800 ",,,,
2022-23,13,Bakerloo," 60,434 "," 74,940 "," 147,530 "," 177,036 "," 207,964 "," 251,976 ",,,,
2022-23,13,C&H," 70,454 "," 75,220 "," 225,877 "," 242,781 "," 296,331 "," 318,001 ",,,,
2022-23,13,Central," 234,913 "," 276,800 "," 633,038 "," 712,193 "," 867,951 "," 988,993 ",,,,
2022-23,13,District," 189,514 "," 211,380 "," 508,219 "," 559,878 "," 697,733 "," 771,258 ",,,,
2022-23,13,Jubilee," 152,202 "," 227,180 "," 448,426 "," 601,745 "," 600,628 "," 828,925 ",,,,
2022-23,13,Metropolitan," 160,650 "," 179,100 "," 408,471 "," 463,677 "," 569,121 "," 642,777 ",,,,
2022-23,13,Northern," 289,180 "," 314,340 "," 804,933 "," 855,946 "," 1,094,113 "," 1,170,286 ",,,,
2022-23,13,Piccadilly," 206,120 "," 253,434 "," 584,690 "," 705,497 "," 790,810 "," 958,931 ",,,,
2022-23,13,Victoria," 152,454 "," 178,520 "," 383,131 "," 419,619 "," 535,585 "," 598,139 ",,,,
2022-23,13,Waterloo & City," 8,985 "," 9,720 "," 13,074 "," 14,080 "," 22,059 "," 23,800 ",,,,
2023-24,1,Bakerloo," 60,165 "," 70,776 "," 163,213 "," 180,443 "," 223,378 "," 251,219 ",,,,
2023-24,1,C&H," 74,765 "," 75,258 "," 266,649 "," 277,451 "," 341,414 "," 352,709 ",,,,
2023-24,1,Central," 244,808 "," 274,150 "," 725,161 "," 813,428 "," 969,969 "," 1,087,578 ",,,,
2023-24,1,District," 188,292 "," 200,485 "," 583,374 "," 609,598 "," 771,666 "," 810,083 ",,,,
2023-24,1,Jubilee," 173,330 "," 210,714 "," 520,402 "," 607,819 "," 693,732 "," 818,533 ",,,,
2023-24,1,Metropolitan," 159,642 "," 168,618 "," 436,554 "," 475,776 "," 596,196 "," 644,394 ",,,,
2023-24,1,Northern," 305,410 "," 310,280 "," 927,267 "," 944,195 "," 1,232,677 "," 1,254,475 ",,,,
2023-24,1,Piccadilly," 215,928 "," 249,556 "," 666,851 "," 785,143 "," 882,779 "," 1,034,699 ",,,,
2023-24,1,Victoria," 161,903 "," 174,801 "," 437,258 "," 463,673 "," 599,161 "," 638,474 ",,,,
2023-24,1,Waterloo & City," 8,728 "," 8,748 "," 12,388 "," 12,672 "," 21,116 "," 21,420 ",,,,
2023-24,2,Bakerloo," 64,960 "," 71,382 "," 177,887 "," 190,987 "," 242,847 "," 262,369 ",,,,
2023-24,2,C&H," 68,279 "," 75,258 "," 240,729 "," 265,256 "," 309,008 "," 340,514 ",,,,
2023-24,2,Central," 241,326 "," 266,375 "," 679,776 "," 724,388 "," 921,102 "," 990,763 ",,,,
2023-24,2,District," 183,562 "," 198,822 "," 531,018 "," 562,543 "," 714,580 "," 761,365 ",,,,
2023-24,2,Jubilee," 183,771 "," 218,190 "," 544,631 "," 626,152 "," 728,402 "," 844,342 ",,,,
2023-24,2,Metropolitan," 164,644 "," 174,694 "," 434,790 "," 471,856 "," 599,434 "," 646,550 ",,,,
2023-24,2,Northern," 299,690 "," 310,288 "," 865,313 "," 900,018 "," 1,165,003 "," 1,210,306 ",,,,
2023-24,2,Piccadilly," 229,118 "," 249,646 "," 677,223 "," 736,891 "," 906,341 "," 986,537 ",,,,
2023-24,2,Victoria," 165,363 "," 174,808 "," 430,806 "," 441,582 "," 596,169 "," 616,390 ",,,,
2023-24,2,Waterloo & City," 8,488 "," 8,748 "," 12,206 "," 12,672 "," 20,694 "," 21,420 ",,,,
2023-24,3,Bakerloo," 65,521 "," 74,522 "," 173,327 "," 195,635 "," 238,848 "," 270,157 ",,,,
2023-24,3,C&H," 69,052 "," 75,239 "," 232,846 "," 259,498 "," 301,898 "," 334,737 ",,,,
2023-24,3,Central," 236,503 "," 261,433 "," 705,269 "," 764,708 "," 941,772 "," 1,026,141 ",,,,
2023-24,3,District," 191,899 "," 208,640 "," 545,206 "," 582,430 "," 737,105 "," 791,070 ",,,,
2023-24,3,Jubilee," 181,790 "," 206,053 "," 528,458 "," 605,311 "," 710,248 "," 811,364 ",,,,
2023-24,3,Metropolitan," 163,716 "," 176,897 "," 435,353 "," 485,056 "," 599,069 "," 661,953 ",,,,
2023-24,3,Northern," 303,352 "," 312,314 "," 865,477 "," 900,228 "," 1,168,829 "," 1,212,542 ",,,,
2023-24,3,Piccadilly," 218,930 "," 246,729 "," 608,399 "," 699,444 "," 827,329 "," 946,173 ",,,,
2023-24,3,Victoria," 167,600 "," 176,664 "," 428,265 "," 441,743 "," 595,865 "," 618,407 ",,,,
2023-24,3,Waterloo & City," 9,200 "," 9,234 "," 13,268 "," 13,376 "," 22,468 "," 22,610 ",,,,
2023-24,4,Bakerloo," 67,506 "," 74,940 "," 177,335 "," 194,843 "," 244,841 "," 269,783 ",,,,
2023-24,4,C&H," 68,925 "," 75,220 "," 236,874 "," 262,236 "," 305,799 "," 337,456 ",,,,
