station_removed,num_components,largest_component_size,avg_shortest_path,components_norm,largest_component_loss,largest_component_loss_norm,avg_shortest_path_norm,failure_impact_score,station_display,station,degree_centrality,betweenness_centrality,closeness_centrality,betweenness_norm,degree_norm,closeness_norm,propagation_risk_score
holloway road,1,271,13.98223315566489,0.0,0,0.0,0.175289344492986,0.0525868033478958,Holloway Road,holloway road,0.007380073800738,0.003690036900369,0.0885042455911169,0.010412629043754586,0.16666666666666669,0.6156767991270152,0.054315688859579374
grange hill,1,271,13.925652589859231,0.0,0,0.0,0.1606417224239712,0.0481925167271913,Grange Hill,grange hill,0.007380073800738,0.0044280442804428,0.0515209125475285,0.012495154852505503,0.16666666666666669,0.1368083083892889,0.05403866577774348
st. johns wood,1,271,13.993795271286046,0.0,0,0.0,0.1782825542201326,0.0534847662660397,St. Johns Wood,st. johns wood,0.007380073800738,0.003143364766981,0.1027682973075464,0.008870017333568722,0.16666666666666669,0.8003709398417244,0.05381377187992961
west hampstead,1,271,13.98857455241219,0.0,0,0.0,0.176931010348064,0.0530793031044192,West Hampstead,west hampstead,0.007380073800738,0.0031798095758735,0.0958274398868458,0.008972858114247684,0.16666666666666669,0.7104991612878748,0.05374355332178294
fairlop,1,271,13.924012573459068,0.0,0,0.0,0.1602171536683478,0.0480651461005043,Fairlop,fairlop,0.007380073800738,0.0041547082137488,0.0514231499051233,0.011723848997412571,0.16666666666666669,0.1355424557695714,0.05361480166219092
cannon street,1,271,13.974306409730763,0.0,0,0.0,0.1732372621741385,0.0519711786522415,Cannon Street,cannon street,0.007380073800738,0.0031465536877591,0.0789167152009318,0.008879015901878147,0.16666666666666669,0.4915353053779554,0.05336419487994486
stepney green,1,271,13.97676643433101,0.0,0,0.0,0.173874115307574,0.0521622345922722,Stepney Green,stepney green,0.007380073800738,0.0030230968976356,0.0811863391252246,0.008530642757327718,0.16666666666666669,0.5209229049728155,0.05324732508967886
ravenscourt park,1,271,13.96908569085691,0.0,0,0.0,0.1718857183020703,0.051565715490621,Ravenscourt Park,ravenscourt park,0.007380073800738,0.0028973623069564,0.0765320530923468,0.008175842063985082,0.16666666666666669,0.4606581655725286,0.05289096901251218
edgware road (bakerloo),1,271,13.99404127374607,0.0,0,0.0,0.178346239533476,0.0535038718600428,Edgware Road (Bakerloo),edgware road (bakerloo),0.007380073800738,0.0018313516468498,0.1005939123979213,0.005167749229122646,0.16666666666666669,0.7722165163686465,0.051968369505907504
borough,1,271,13.982533825338251,0.0,0,0.0,0.1753671820981836,0.0526101546294551,Borough,borough,0.007380073800738,0.0017949068379572,0.0885331590983338,0.0050649084484434,0.16666666666666669,0.6160511777030774,0.05164883394639157
covent garden,1,271,13.989230558972256,0.0,0,0.0,0.1771008378503134,0.053130251355094,Covent Garden,covent garden,0.007380073800738,0.0010307047514919,0.0966476462196861,0.0029084658285794345,0.16666666666666669,0.7211193768384268,0.050726641654151264
goodge street,1,271,13.990979909799098,0.0,0,0.0,0.1775537111896453,0.0532661133568935,Goodge Street,goodge street,0.007380073800738,0.0005986059860598,0.0989051094890511,0.0016891598226533523,0.16666666666666669,0.7503495175459334,0.05015774725172807
swiss cottage,1,271,13.98857455241219,0.0,0,0.0,0.176931010348064,0.0530793031044192,Swiss Cottage,swiss cottage,0.007380073800738,0.0005330053300533,0.0958274398868458,0.001504046417431218,0.16666666666666669,0.7104991612878748,0.05000914747337471
neasden,1,271,13.98316249829165,0.0,0,0.0,0.1755299334545062,0.0526589800363518,Neasden,neasden,0.007380073800738,0.0004737825156029,0.0895571711830799,0.0013369301488276553,0.16666666666666669,0.629310315838129,0.04979949241865271
stamford brook,1,271,13.964821648216482,0.0,0,0.0,0.1707818395374487,0.0512345518612346,Stamford Brook,stamford brook,0.007380073800738,0.0007653409867432,0.0733026778469028,0.0021596563942602107,0.16666666666666669,0.4188434906218174,0.04978352708883383
arsenal,1,271,13.97627442941096,0.0,0,0.0,0.1737467446808868,0.052124023404266,Arsenal,arsenal,0.007380073800738,0.000546672133388,0.0820217917675544,0.0015426117101858645,0.16666666666666669,0.5317405331580252,0.04974184620970608
bromley-by-bow,1,271,13.96941369413694,0.0,0,0.0,0.1719706320531948,0.0515911896159584,Bromley-By-Bow,bromley-by-bow,0.007380073800738,0.0004646713133798,0.0764241398759165,0.001311219953657985,0.16666666666666669,0.4592608810437997,0.04946630019494985
mornington crescent,1,271,13.98764520978543,0.0,0,0.0,0.1766904213865438,0.0530071264159631,Mornington Crescent,mornington crescent,0.007380073800738,0.0,0.0946890286512928,0.0,0.16666666666666669,0.6957587572911441,0.04923547125812227
dollis hill,1,271,13.98226048927156,0.0,0,0.0,0.1752964206389129,0.0525889261916738,Dollis Hill,dollis hill,0.007380073800738,2.7333606669400023e-05,0.0885910428244524,7.71305855092933e-05,0.16666666666666669,0.6168006691708156,0.049148576483590126
kilburn,1,271,13.98226048927156,0.0,0,0.0,0.1752964206389129,0.0525889261916738,Kilburn,kilburn,0.007380073800738,2.7333606669400023e-05,0.0885910428244524,7.71305855092933e-05,0.16666666666666669,0.6168006691708156,0.049148576483590126
west kensington,1,271,13.979773131064643,0.0,0,0.0,0.1746524913595505,0.0523957474078651,West Kensington,west kensington,0.007380073800738,0.0,0.086031746031746,0.0,0.16666666666666669,0.5836623203089439,0.04905205755569287
hainault,1,271,13.917780511138444,0.0,0,0.0,0.1586037923969779,0.0475811377190933,Hainault,hainault,0.007380073800738,0.0008336750034167,0.0491119971003986,0.0023524828580334433,0.16666666666666669,0.10561713091693083,0.04878391607807805
chiswick park,1,271,13.96621566215662,0.0,0,0.0,0.1711427229797287,0.0513428168939186,Chiswick Park,chiswick park,0.007380073800738,0.0,0.0743280307185957,0.0,0.16666666666666669,0.4321199895669632,0.048736178401508914
heathrow terminal 4,1,271,13.904168375017084,0.0,0,0.0,0.1550798717253023,0.0465239615175907,Heathrow Terminal 4,heathrow terminal 4,0.007380073800738,0.0,0.0458079783637593,0.0,0.16666666666666669,0.0628359553014484,0.047290521788610554
kensington (olympia),1,271,13.978761787617875,0.0,0,0.0,0.1743906739602492,0.0523172021880747,Kensington (Olympia),kensington (olympia),0.003690036900369,0.0,0.0850329463445246,0.0,0.0,0.5707296379515883,0.01569516065642241
brixton,1,271,13.97769577695777,0.0,0,0.0,0.1741147042690942,0.0522344112807282,Brixton,brixton,0.003690036900369,0.0,0.0840049597024178,0.0,0.0,0.5574190363564308,0.01567032338421846
battersea power,1,271,13.976657099904331,0.0,0,0.0,0.173845810723866,0.0521537432171598,Battersea Power,battersea power,0.003690036900369,0.0,0.0830269607843137,0.0,0.0,0.5447556870227278,0.01564612296514794
stanmore,1,271,13.96129561295613,0.0,0,0.0,0.1698690167128581,0.0509607050138574,Stanmore,stanmore,0.003690036900369,0.0,0.0708311552535284,0.0,0.0,0.3868416617785793,0.01528821150415722
walthamstow central,1,271,13.953642203088698,0.0,0,0.0,0.1678876958532812,0.0503663087559843,Walthamstow Central,walthamstow central,0.003690036900369,0.0,0.0660009741841207,0.0,0.0,0.3242993939961951,0.015109892626795289
richmond,1,271,13.950170835041684,0.0,0,0.0,0.1669890253205444,0.0500967075961633,Richmond,richmond,0.003690036900369,0.0,0.0640207890385069,0.0,0.0,0.29865951262196255,0.015029012278848989
mill hill east,1,271,13.9389913899139,0.0,0,0.0,0.164094881636377,0.0492284644909131,Mill Hill East,mill hill east,0.003690036900369,0.0,0.0583800086169754,0.0,0.0,0.22562142262996285,0.014768539347273929
hammersmith (handc line),1,271,13.93347000136668,0.0,0,0.0,0.1626655001591108,0.0487996500477332,Hammersmith (Handc Line),hammersmith (handc line),0.003690036900369,0.0,0.055945499587118,0.0,0.0,0.19409885370841218,0.014639895014319958
wimbledon,1,271,13.928631952986196,0.0,0,0.0,0.1614130223300208,0.0484239066990062,Wimbledon,wimbledon,0.003690036900369,0.0,0.0539733120892252,0.0,0.0,0.16856252767055474,0.01452717200970186
watford,1,271,13.926718600519338,0.0,0,0.0,0.1609176921151267,0.048275307634538,Watford,watford,0.003690036900369,0.0,0.0532311923001374,0.0,0.0,0.15895339420148022,0.0144825922903614
cockfosters,1,271,13.9253245865792,0.0,0,0.0,0.1605568086728467,0.048167042601854,Cockfosters,cockfosters,0.003690036900369,0.0,0.0527032283158304,0.0,0.0,0.15211719812280367,0.014450112780556199
edgware,1,271,13.923739237392374,0.0,0,0.0,0.1601463922090771,0.0480439176627231,Edgware,edgware,0.003690036900369,0.0,0.0521153846153846,0.0,0.0,0.1445056660499538,0.014413175298816928
uxbridge,1,271,13.922973896405631,0.0,0,0.0,0.1599482601231197,0.0479844780369359,Uxbridge,uxbridge,0.003690036900369,0.0,0.0518362662586074,0.0,0.0,0.14089157896673823,0.01439534341108077
morden,1,271,13.920623206232062,0.0,0,0.0,0.1593397115733922,0.0478019134720176,Morden,morden,0.003690036900369,0.0,0.0509973654497553,0.0,0.0,0.13002930314805544,0.01434057404160528
high barnet,1,271,13.917179171791718,0.0,0,0.0,0.1584481171865827,0.0475344351559748,High Barnet,high barnet,0.003690036900369,0.0,0.0498161764705882,0.0,0.0,0.11473500333297032,0.01426033054679244
west ruislip,1,271,13.912423124231244,0.0,0,0.0,0.1572168677952743,0.0471650603385823,West Ruislip,west ruislip,0.003690036900369,0.0,0.0482721767011043,0.0,0.0,0.09474294803496001,0.01414951810157469
amersham,1,271,13.912395790624572,0.0,0,0.0,0.157209791649347,0.0471629374948041,Amersham,amersham,0.003690036900369,0.0,0.0482635796972395,0.0,0.0,0.09463163210081342,0.01414888124844123
chesham,1,271,13.912395790624572,0.0,0,0.0,0.157209791649347,0.0471629374948041,Chesham,chesham,0.003690036900369,0.0,0.0482635796972395,0.0,0.0,0.09463163210081342,0.01414888124844123
epping,1,271,13.906901735684023,0.0,0,0.0,0.1557874863180081,0.0467362458954024,Epping,epping,0.003690036900369,0.0,0.046595598349381,0.0,0.0,0.07303423551986479,0.01402087376862072
harrow and wealdstone,1,271,13.902719693863606,0.0,0,0.0,0.1547048359911681,0.0464114507973504,Harrow And Wealdstone,harrow and wealdstone,0.003690036900369,0.0,0.0454012397386496,0.0,0.0,0.05756941236164744,0.01392343523920512
heathrow terminal 5,1,271,13.896815634823016,0.0,0,0.0,0.1531763884709231,0.0459529165412769,Heathrow Terminal 5,heathrow terminal 5,0.003690036900369,0.0,0.0438156831042845,0.0,0.0,0.037039269456930604,0.01378587496238307
upminster,1,271,13.885007516741831,0.0,0,0.0,0.1501194934304326,0.0450358480291298,Upminster,upminster,0.003690036900369,0.0,0.0409551156113042,0.0,0.0,0.0,0.01351075440873894
